CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_score,Segment
16774,118,48,661.52,2,3,3,233,Potential Loyalists
16775,12,157,1691.51,5,1,2,512,Inactive
16776,62,71,371.54,3,2,4,324,Inactive
16777,82,48,222.62,3,3,5,335,Potential Loyalists
16778,69,16,245.94,3,4,5,345,Consistent Buyers
16779,10,331,10611.720000000001,5,1,1,511,Inactive
16780,102,59,422.24,2,2,4,224,Inactive
16781,667,17,311.25,1,4,4,144,Inactive
16782,12,183,2267.9500000000003,5,1,1,511,Inactive
16784,21,3,107.6,4,5,5,455,VIP
16788,125,148,594.39,2,1,3,213,Inactive
16789,333,5,80.8,1,5,5,155,Inactive
16790,18,93,1545.6200000000001,5,2,2,522,Inactive
16791,40,314,1705.78,4,1,2,412,Inactive
16792,311,12,110.38000000000001,1,5,5,155,Inactive
16793,59,16,243.84,3,4,5,345,Consistent Buyers
16794,5,278,1196.5,5,1,2,512,Inactive
16795,455,66,414.88,1,2,4,124,Inactive
16796,32,18,305.62,4,4,4,444,VIP
16800,13,156,1162.65,5,1,2,512,Inactive
16801,38,75,1594.23,4,2,2,422,Inactive
16803,215,24,332.3,1,4,4,144,Inactive
16804,25,60,536.99,4,2,3,423,Inactive
16805,175,98,460.59,2,2,4,224,Inactive
16806,105,93,762.16,2,2,3,223,Inactive
16807,128,67,1121.59,2,2,2,222,Inactive
16808,68,23,288.42,3,4,4,344,Consistent Buyers
16809,25,149,914.69,4,1,3,413,Inactive
16810,194,15,309.54,1,4,4,144,Inactive
16811,19,28,547.07,5,4,3,543,Consistent Buyers
16812,362,15,479.35,1,4,4,144,Inactive
16813,52,426,1652.18,3,1,2,312,Inactive
16814,7,319,6416.7,5,1,1,511,Inactive
16816,105,28,417.06,2,4,4,244,Potential Loyalists
16817,38,86,1604.75,4,2,2,422,Inactive
16818,12,189,3349.57,5,1,1,511,Inactive
16820,216,26,497.61,1,4,3,143,Inactive
16823,229,38,358.38,1,3,4,134,Inactive
16824,17,26,460.64,5,4,4,544,VIP
16825,158,28,775.1800000000001,2,4,3,243,Potential Loyalists
16826,53,22,341.7,3,4,4,344,Consistent Buyers
16828,114,8,128.5,2,5,5,255,Potential Loyalists
16829,187,11,197.22,2,5,5,255,Potential Loyalists
16830,334,23,325.91,1,4,4,144,Inactive
16832,127,12,199.15,2,5,5,255,Potential Loyalists
16833,101,47,1106.53,2,3,2,232,Potential Loyalists
16834,229,24,413.46,1,4,4,144,Inactive
16835,278,10,180.85,1,5,5,155,Inactive
16836,41,11,251.87,4,5,4,454,VIP
16837,31,165,3170.98,4,1,1,411,Inactive
16838,199,25,588.85,1,4,3,143,Inactive
16839,2,266,16594.35,5,1,1,511,Inactive
16841,67,116,1869.82,3,2,2,322,Inactive
16842,70,63,1264.19,3,2,2,322,Inactive
16843,7,378,10196.57,5,1,1,511,Inactive
16846,52,11,214.32,3,5,5,355,Consistent Buyers
16847,45,12,193.44,3,5,5,355,Consistent Buyers
16848,54,14,281.42,3,4,4,344,Consistent Buyers
16849,188,8,124.57,2,5,5,255,Potential Loyalists
16850,71,19,332.41,3,4,4,344,Consistent Buyers
16851,44,20,342.45,4,4,4,444,VIP
16852,12,9,144.91000000000003,5,5,5,555,VIP
16855,25,19,328.4,4,4,4,444,VIP
16856,16,2,35.400000000000006,5,5,5,555,VIP
16858,547,10,375.69000000000005,1,5,4,154,Inactive
16859,146,52,747.81,2,3,3,233,Potential Loyalists
16861,31,6,173.76,4,5,5,455,VIP
16863,122,26,502.8,2,4,3,243,Potential Loyalists
16866,65,11,207.73999999999998,3,5,5,355,Consistent Buyers
16869,24,127,817.12,4,1,3,413,Inactive
16871,23,137,2812.34,4,1,1,411,Inactive
16872,79,7,680.02,3,5,3,353,Consistent Buyers
16873,92,279,7123.62,2,1,1,211,Inactive
16875,146,112,2095.53,2,2,1,221,Inactive
16877,14,156,846.62,5,1,3,513,Inactive
16878,85,3,13.3,3,5,5,355,Consistent Buyers
16880,65,174,1491.43,3,1,2,312,Inactive
16881,245,1,432.0,1,5,4,154,Inactive
16882,241,39,705.12,1,3,3,133,Inactive
16883,219,37,272.48,1,3,4,134,Inactive
16884,303,26,429.84000000000003,1,4,4,144,Inactive
16885,17,96,450.41,5,2,4,524,Inactive
16887,244,36,192.32999999999998,1,3,5,135,Inactive
16889,68,135,1578.67,3,1,2,312,Inactive
16891,121,186,742.43,2,1,3,213,Inactive
16892,17,97,518.19,5,2,3,523,Inactive
16893,486,45,145.93,1,3,5,135,Inactive
16895,184,62,202.27,2,2,5,225,Inactive
16897,301,37,289.78,1,3,4,134,Inactive
16898,28,157,501.03,4,1,3,413,Inactive
16899,21,123,1271.06,4,1,2,412,Inactive
16900,18,79,887.11,5,2,3,523,Inactive
16902,118,44,1706.88,2,3,2,232,Potential Loyalists
16903,61,56,363.2,3,3,4,334,Potential Loyalists
16904,61,665,3653.75,3,1,1,311,Inactive
16905,21,199,3037.6,4,1,1,411,Inactive
16906,83,86,559.59,3,2,3,323,Inactive
16907,60,140,928.76,3,1,3,313,Inactive
16909,74,18,379.14,3,4,4,344,Consistent Buyers
16910,11,545,1508.96,5,1,2,512,Inactive
16912,30,100,2555.58,4,2,1,421,Inactive
16913,292,8,113.44,1,5,5,155,Inactive
16914,275,30,183.76,1,3,5,135,Inactive
16915,11,57,621.6800000000001,5,2,3,523,Inactive
16916,25,136,562.41,4,1,3,413,Inactive
16917,130,9,391.52,2,5,4,254,Potential Loyalists
16918,51,128,1068.82,3,1,2,312,Inactive
16919,7,326,2592.25,5,1,1,511,Inactive
16921,92,55,154.18,2,3,5,235,Potential Loyalists
16923,14,626,7069.08,5,1,1,511,Inactive
16924,23,81,829.89,4,2,3,423,Inactive
16926,639,14,230.25,1,4,5,145,Inactive
16927,117,6,543.05,2,5,3,253,Potential Loyalists
16928,33,204,2814.7,4,1,1,411,Inactive
16929,19,77,1295.39,5,2,2,522,Inactive
16930,28,53,378.89,4,3,4,434,Potential Loyalists
16931,21,886,4554.87,4,1,1,411,Inactive
16932,55,48,150.23000000000002,3,3,5,335,Potential Loyalists
16933,121,44,563.23,2,3,3,233,Potential Loyalists
16934,56,61,931.03,3,2,3,323,Inactive
16936,27,56,261.9,4,3,4,434,Potential Loyalists
16938,5,235,2711.6800000000003,5,1,1,511,Inactive
16940,54,305,3049.88,3,1,1,311,Inactive
16942,14,277,1904.99,5,1,2,512,Inactive
16943,6,33,816.73,5,3,3,533,Potential Loyalists
16945,1,249,4345.5,5,1,1,511,Inactive
16947,237,21,406.48,1,4,4,144,Inactive
16948,140,19,435.02,2,4,4,244,Potential Loyalists
16949,42,60,1286.27,4,2,2,422,Inactive
16950,58,42,1178.56,3,3,2,332,Potential Loyalists
16951,131,86,1277.75,2,2,2,222,Inactive
16952,111,16,167.61,2,4,5,245,Potential Loyalists
16953,91,1,20.8,2,5,5,255,Potential Loyalists
16954,18,54,2085.08,5,3,1,531,Inactive
16955,127,25,518.67,2,4,3,243,Potential Loyalists
16956,19,16,308.74,5,4,4,544,VIP
16957,241,16,416.64,1,4,4,144,Inactive
16959,89,7,117.35000000000001,2,5,5,255,Potential Loyalists
16960,62,101,507.05,3,2,3,323,Inactive
16961,118,14,234.17,2,4,5,245,Potential Loyalists
16963,219,7,110.55000000000001,1,5,5,155,Inactive
16965,228,26,201.19,1,4,5,145,Inactive
16966,17,28,2154.97,5,4,1,541,Inactive
16967,280,21,319.02,1,4,4,144,Inactive
16968,109,31,439.43,2,3,4,234,Potential Loyalists
16969,41,42,650.41,4,3,3,433,Potential Loyalists
16971,334,41,357.21,1,3,4,134,Inactive
16976,269,2,251.51999999999998,1,5,4,154,Inactive
16978,79,39,344.33,3,3,4,334,Potential Loyalists
16979,19,89,1852.0,5,2,2,522,Inactive
16980,257,81,1028.46,1,2,2,122,Inactive
16982,62,22,384.06,3,4,4,344,Consistent Buyers
16983,5,143,1905.87,5,1,2,512,Inactive
16984,2,400,4459.52,5,1,1,511,Inactive
16985,2,120,5464.12,5,1,1,511,Inactive
16986,61,3,1873.2,3,5,2,352,Potential Loyalists
16987,43,128,1616.8,4,1,2,412,Inactive
16988,243,7,126.12,1,5,5,155,Inactive
16989,4,12,1133.25,5,5,2,552,Potential Loyalists
16990,220,1,179.0,1,5,5,155,Inactive
16992,12,93,1614.31,5,2,2,522,Inactive
16996,64,37,1456.96,3,3,2,332,Potential Loyalists
16997,284,12,702.0,1,5,3,153,Inactive
16998,131,4,295.0,2,5,4,254,Potential Loyalists
16999,25,23,484.82,4,4,4,444,VIP
17001,24,169,3989.57,4,1,1,411,Inactive
17002,87,49,1493.73,3,3,2,332,Potential Loyalists
17004,48,43,1312.1399999999999,3,3,2,332,Potential Loyalists
17006,20,44,781.78,4,3,3,433,Potential Loyalists
17007,52,52,889.9300000000001,3,3,3,333,Potential Loyalists
17010,20,11,195.36,4,5,5,455,VIP
17011,91,15,270.9,2,4,4,244,Potential Loyalists
17014,153,72,583.4300000000001,2,2,3,223,Inactive
17015,30,214,1838.6100000000001,4,1,2,412,Inactive
17017,11,252,8694.26,5,1,1,511,Inactive
17018,42,16,920.1,4,4,3,443,Consistent Buyers
17019,13,228,1258.08,5,1,2,512,Inactive
17022,122,7,71.0,2,5,5,255,Potential Loyalists
17024,47,3,95.85,3,5,5,355,Consistent Buyers
17025,62,9,357.77,3,5,4,354,Consistent Buyers
17026,158,4,154.82999999999998,2,5,5,255,Potential Loyalists
17027,80,148,877.5600000000001,3,1,3,313,Inactive
17029,112,2,716.0,2,5,3,253,Potential Loyalists
17030,154,11,146.87,2,5,5,255,Potential Loyalists
17031,13,22,380.35,5,4,4,544,VIP
17033,88,28,1030.14,3,4,2,342,Potential Loyalists
17034,18,30,745.52,5,3,3,533,Potential Loyalists
17035,129,28,433.53000000000003,2,4,4,244,Potential Loyalists
17037,89,75,1267.32,2,2,2,222,Inactive
17038,91,22,112.4,2,4,5,245,Potential Loyalists
17040,139,15,449.73,2,4,4,244,Potential Loyalists
17041,28,69,1071.49,4,2,2,422,Inactive
17042,64,97,1036.58,3,2,2,322,Inactive
17043,53,102,1735.18,3,2,2,322,Inactive
17044,27,6,948.48,4,5,2,452,Potential Loyalists
17045,115,22,339.44,2,4,4,244,Potential Loyalists
17046,218,22,642.02,1,4,3,143,Inactive
17047,87,65,1100.9,3,2,2,322,Inactive
17048,10,43,925.35,5,3,3,533,Potential Loyalists
17049,23,317,5655.03,4,1,1,411,Inactive
17050,191,308,3185.64,1,1,1,111,Inactive
17051,196,42,240.89000000000001,1,3,5,135,Inactive
17052,30,83,399.09,4,2,4,424,Inactive
17053,337,13,498.48,1,5,3,153,Inactive
17054,30,83,1356.33,4,2,2,422,Inactive
17058,83,62,1179.89,3,2,2,322,Inactive
17059,61,514,3080.39,3,1,1,311,Inactive
17060,268,5,234.24,1,5,5,155,Inactive
17061,75,99,5232.2300000000005,3,2,1,321,Inactive
17062,315,69,533.33,1,2,3,123,Inactive
17063,23,78,1461.14,4,2,2,422,Inactive
17064,1,61,855.45,5,2,3,523,Inactive
17068,14,296,4552.14,5,1,1,511,Inactive
17069,30,143,2709.7000000000003,4,1,1,411,Inactive
17070,116,62,304.24,2,2,4,224,Inactive
17071,2,140,2429.03,5,1,1,511,Inactive
17073,19,174,1446.09,5,1,2,512,Inactive
17075,19,77,834.12,5,2,3,523,Inactive
17076,38,25,841.0799999999999,4,4,3,443,Consistent Buyers
17078,274,28,378.2,1,4,4,144,Inactive
17079,80,2,118.80000000000001,3,5,5,355,Consistent Buyers
17080,24,8,287.62,4,5,4,454,VIP
17081,27,63,288.91,4,2,4,424,Inactive
17082,183,81,2003.85,2,2,2,222,Inactive
17083,100,52,1405.78,2,3,2,232,Potential Loyalists
17084,244,149,2747.9900000000002,1,1,1,111,Inactive
17085,125,186,1562.4,2,1,2,212,Inactive
17086,26,96,2050.08,4,2,2,422,Inactive
17088,30,115,1991.01,4,2,2,422,Inactive
17090,2,61,1974.65,5,2,2,522,Inactive
17091,122,195,3827.76,2,1,1,211,Inactive
17092,51,124,1774.03,3,1,2,312,Inactive
17094,324,14,302.0,1,4,4,144,Inactive
17095,24,74,1324.16,4,2,2,422,Inactive
17096,1,48,1022.13,5,3,2,532,Potential Loyalists
17097,12,211,954.42,5,1,2,512,Inactive
17100,20,65,971.74,4,2,2,422,Inactive
17101,12,42,1621.73,5,3,2,532,Potential Loyalists
17102,263,1,25.5,1,5,5,155,Inactive
17105,192,90,665.78,1,2,3,123,Inactive
17107,77,416,10797.48,3,1,1,311,Inactive
17109,46,116,881.29,3,2,3,323,Inactive
17110,167,12,163.29999999999998,2,5,5,255,Potential Loyalists
17111,49,29,231.61,3,3,5,335,Potential Loyalists
17114,101,123,801.12,2,1,3,213,Inactive
17115,66,39,837.5,3,3,3,333,Potential Loyalists
17117,290,9,116.19999999999999,1,5,5,155,Inactive
17118,319,10,157.02,1,5,5,155,Inactive
17119,31,35,606.91,4,3,3,433,Potential Loyalists
17120,235,18,307.46,1,4,4,144,Inactive
17122,3,7,138.32,5,5,5,555,VIP
17123,338,9,345.29999999999995,1,5,4,154,Inactive
17124,158,31,294.24,2,3,4,234,Potential Loyalists
17125,52,35,230.5,3,3,5,335,Potential Loyalists
17126,65,248,989.45,3,1,2,312,Inactive
17128,101,14,157.09,2,4,5,245,Potential Loyalists
17131,49,134,2463.17,3,1,1,311,Inactive
17133,17,27,4892.240000000001,5,4,1,541,Inactive
17134,108,23,413.2,2,4,4,244,Potential Loyalists
17135,18,52,1139.73,5,3,2,532,Potential Loyalists
17138,99,24,380.5,2,4,4,244,Potential Loyalists
17139,2,477,10650.77,5,1,1,511,Inactive
17140,190,18,454.12,1,4,4,144,Inactive
17142,240,15,579.0,1,4,3,143,Inactive
17144,86,48,984.57,3,3,2,332,Potential Loyalists
17146,107,35,749.78,2,3,3,233,Potential Loyalists
17147,24,81,1714.59,4,2,2,422,Inactive
17148,53,9,124.88,3,5,5,355,Consistent Buyers
17152,196,14,1689.5,1,4,2,142,Inactive
17153,26,14,213.78,4,4,5,445,VIP
17154,77,23,329.34,3,4,4,344,Consistent Buyers
17155,19,20,251.70000000000002,5,4,4,544,VIP
17157,178,13,319.0,2,5,4,254,Potential Loyalists
17158,153,67,1266.97,2,2,2,222,Inactive
17159,23,101,1538.88,4,2,2,422,Inactive
17160,7,229,3518.03,5,1,1,511,Inactive
17162,30,104,1715.46,4,2,2,422,Inactive
17163,23,5,293.1,4,5,4,454,VIP
17164,34,144,2467.35,4,1,1,411,Inactive
17165,286,10,158.68,1,5,5,155,Inactive
17166,205,12,206.34,1,5,5,155,Inactive
17169,59,54,835.78,3,3,3,333,Potential Loyalists
17171,291,16,224.91,1,4,5,145,Inactive
17172,80,15,317.76,3,4,4,344,Consistent Buyers
17173,1,86,3766.6,5,2,1,521,Inactive
17174,189,4,59.9,2,5,5,255,Potential Loyalists
17175,5,63,1443.69,5,2,2,522,Inactive
17176,203,15,306.13,1,4,4,144,Inactive
17179,180,80,711.79,2,2,3,223,Inactive
17180,7,125,783.97,5,1,3,513,Inactive
17181,59,23,239.92000000000002,3,4,5,345,Consistent Buyers
17183,24,73,3347.31,4,2,1,421,Inactive
17186,48,2,144.0,3,5,5,355,Consistent Buyers
17187,228,10,203.95,1,5,5,155,Inactive
17188,13,84,2474.23,5,2,1,521,Inactive
17189,107,60,383.75,2,2,4,224,Inactive
17190,1,19,444.74,5,4,4,544,VIP
17191,30,236,2093.68,4,1,1,411,Inactive
17193,1,32,1699.3000000000002,5,3,2,532,Potential Loyalists
17194,38,29,262.62,4,3,4,434,Potential Loyalists
17197,61,29,1013.01,3,3,2,332,Potential Loyalists
17198,25,96,692.22,4,2,3,423,Inactive
17201,55,38,289.78,3,3,4,334,Potential Loyalists
17203,54,148,3560.08,3,1,1,311,Inactive
17204,7,57,1564.56,5,2,2,522,Inactive
17205,55,13,384.08,3,5,4,354,Consistent Buyers
17206,55,7,204.24,3,5,5,355,Consistent Buyers
17211,5,211,2317.2200000000003,5,1,1,511,Inactive
17212,254,4,226.85,1,5,5,155,Inactive
17213,42,157,2781.23,4,1,1,411,Inactive
17214,62,101,1059.1200000000001,3,2,2,322,Inactive
17217,236,9,113.5,1,5,5,155,Inactive
17218,13,271,1951.97,5,1,2,512,Inactive
17219,122,25,114.23,2,4,5,245,Potential Loyalists
17220,26,467,3187.55,4,1,1,411,Inactive
17221,274,62,334.48,1,2,4,124,Inactive
17222,215,27,328.65,1,4,4,144,Inactive
17223,312,48,416.89,1,3,4,134,Inactive
17226,253,21,393.49,1,4,4,144,Inactive
17227,20,47,939.32,4,3,2,432,Potential Loyalists
17228,17,208,1906.09,5,1,2,512,Inactive
17229,144,47,318.76,2,3,4,234,Potential Loyalists
17230,266,69,3638.41,1,2,1,121,Inactive
17231,14,531,3124.72,5,1,1,511,Inactive
17232,16,35,417.77,5,3,4,534,Potential Loyalists
17233,244,25,190.88,1,4,5,145,Inactive
17234,66,14,149.89000000000001,3,4,5,345,Consistent Buyers
17235,27,29,550.06,4,3,3,433,Potential Loyalists
17236,14,105,916.13,5,2,3,523,Inactive
17237,13,19,314.69,5,4,4,544,VIP
17238,19,555,3719.1,5,1,1,511,Inactive
17239,314,15,382.5,1,4,4,144,Inactive
17242,5,40,1135.04,5,3,2,532,Potential Loyalists
17243,16,387,8540.05,5,1,1,511,Inactive
17244,55,31,954.9,3,3,2,332,Potential Loyalists
17245,206,9,171.45,1,5,5,155,Inactive
17247,17,54,280.09000000000003,5,3,4,534,Potential Loyalists
17248,33,69,318.65,4,2,4,424,Inactive
17250,182,56,381.97,2,3,4,234,Potential Loyalists
17251,364,37,269.83,1,3,4,134,Inactive
17252,118,86,348.91,2,2,4,224,Inactive
17253,20,18,178.26,4,4,5,445,VIP
17254,17,111,271.19,5,2,4,524,Inactive
17255,42,74,291.48,4,2,4,424,Inactive
17256,109,16,240.0,2,4,5,245,Potential Loyalists
17259,150,116,581.23,2,2,3,223,Inactive
17262,54,12,1253.3600000000001,3,5,2,352,Potential Loyalists
17263,210,23,63.440000000000005,1,4,5,145,Inactive
17265,5,122,550.01,5,1,3,513,Inactive
17266,149,73,296.58,2,2,4,224,Inactive
17267,246,37,317.2,1,3,4,134,Inactive
17268,4,6,763.64,5,5,3,553,Consistent Buyers
17272,44,114,2148.63,4,2,1,421,Inactive
17274,244,25,107.82,1,4,5,145,Inactive
17277,229,69,1065.3500000000001,1,2,2,122,Inactive
17278,7,15,246.04,5,4,5,545,VIP
17279,59,9,187.82999999999998,3,5,5,355,Consistent Buyers
17282,175,89,1685.46,2,2,2,222,Inactive
17284,33,291,1647.48,4,1,2,412,Inactive
17286,23,44,151.37,4,3,5,435,Potential Loyalists
17287,28,122,1049.06,4,1,2,412,Inactive
17288,11,140,1417.63,5,1,2,512,Inactive
17289,5,104,931.02,5,2,3,523,Inactive
17290,18,96,513.01,5,2,3,523,Inactive
17291,253,1,550.8000000000001,1,5,3,153,Inactive
17293,1,132,1854.06,5,1,2,512,Inactive
17295,30,68,547.0,4,2,3,423,Inactive
17297,19,49,128.18,5,3,5,535,Potential Loyalists
17298,103,30,498.42,2,3,3,233,Potential Loyalists
17299,13,55,656.61,5,3,3,533,Potential Loyalists
17301,23,59,163.24,4,2,5,425,Inactive
17302,16,79,1135.63,5,2,2,522,Inactive
17303,363,53,250.04,1,3,4,134,Inactive
17306,12,66,8631.31,5,2,1,521,Inactive
17309,216,12,82.75,1,5,5,155,Inactive
17311,80,55,1384.85,3,3,2,332,Potential Loyalists
17312,140,14,644.3,2,4,3,243,Potential Loyalists
17313,122,24,2328.84,2,4,1,241,Inactive
17314,1,131,2527.92,5,1,1,511,Inactive
17315,6,471,6281.23,5,1,1,511,Inactive
17317,32,9,2600.34,4,5,1,451,Inactive
17320,102,73,1200.6200000000001,2,2,2,222,Inactive
17321,276,99,657.16,1,2,3,123,Inactive
17323,16,195,906.52,5,1,3,513,Inactive
17324,10,49,986.48,5,3,2,532,Potential Loyalists
17325,252,6,96.8,1,5,5,155,Inactive
17329,16,33,523.11,5,3,3,533,Potential Loyalists
17330,24,6,363.9,4,5,4,454,VIP
17331,125,1,175.2,2,5,5,255,Potential Loyalists
17333,87,28,494.25,3,4,3,343,Consistent Buyers
17334,70,11,307.02,3,5,4,354,Consistent Buyers
17337,5,521,1981.06,5,1,2,512,Inactive
17338,10,721,6493.54,5,1,1,511,Inactive
17339,185,9,243.36,2,5,5,255,Potential Loyalists
17340,33,407,12353.29,4,1,1,411,Inactive
17341,187,157,682.29,2,1,3,213,Inactive
17343,357,17,193.64,1,4,5,145,Inactive
17344,48,31,157.62,3,3,5,335,Potential Loyalists
17345,17,83,519.6899999999999,5,2,3,523,Inactive
17346,1,483,2622.88,5,1,1,511,Inactive
17347,88,1,228.96,3,5,5,355,Consistent Buyers
17348,16,213,1156.6,5,1,2,512,Inactive
17349,181,8,98.25,2,5,5,255,Potential Loyalists
17350,47,70,1281.32,3,2,2,322,Inactive
17351,38,27,587.15,4,4,3,443,Consistent Buyers
17353,126,8,1740.0,2,5,2,252,Potential Loyalists
17354,52,16,1393.06,3,4,2,342,Potential Loyalists
17356,343,19,178.22,1,4,5,145,Inactive
17357,26,44,384.39,4,3,4,434,Potential Loyalists
17358,100,58,360.81,2,2,4,224,Inactive
17359,13,15,127.86,5,4,5,545,VIP
17360,19,125,568.24,5,1,3,513,Inactive
17361,51,29,488.2,3,3,3,333,Potential Loyalists
17362,241,35,312.23,1,3,4,134,Inactive
17364,10,406,4462.68,5,1,1,511,Inactive
17365,14,465,4767.36,5,1,1,511,Inactive
17367,240,33,167.55,1,3,5,135,Inactive
17368,25,107,1878.87,4,2,2,422,Inactive
17370,74,33,446.18,3,3,4,334,Potential Loyalists
17371,19,86,418.4,5,2,4,524,Inactive
17372,42,251,1337.18,4,1,2,412,Inactive
17373,42,57,646.92,4,2,3,423,Inactive
17374,220,28,495.77,1,4,3,143,Inactive
17375,201,69,400.1,1,2,4,124,Inactive
17376,72,24,203.2,3,4,5,345,Consistent Buyers
17377,25,404,4058.32,4,1,1,411,Inactive
17379,13,78,389.71999999999997,5,2,4,524,Inactive
17381,3,109,20275.61,5,2,1,521,Inactive
17382,215,2,65.4,1,5,5,155,Inactive
17383,212,49,193.39000000000001,1,3,5,135,Inactive
17384,21,15,336.4,4,4,4,444,VIP
17385,16,45,256.11,5,3,4,534,Potential Loyalists
17386,115,28,2686.42,2,4,1,241,Inactive
17387,21,76,746.81,4,2,3,423,Inactive
17388,6,15,1259.56,5,4,2,542,Potential Loyalists
17389,10,213,31833.68,5,1,1,511,Inactive
17391,165,3,508.8,2,5,3,253,Potential Loyalists
17392,192,56,417.27,1,3,4,134,Inactive
17394,250,4,203.86999999999998,1,5,5,155,Inactive
17396,41,27,7330.8,4,4,1,441,Inactive
17397,24,89,681.41,4,2,3,423,Inactive
17398,116,38,653.38,2,3,3,233,Potential Loyalists
17400,211,206,2097.84,1,1,1,111,Inactive
17402,52,59,2633.85,3,2,1,321,Inactive
17403,275,32,263.92,1,3,4,134,Inactive
17404,6,198,31906.82,5,1,1,511,Inactive
17405,4,82,1031.41,5,2,2,522,Inactive
17406,71,111,2184.42,3,2,1,321,Inactive
17408,165,2,32.65,2,5,5,255,Potential Loyalists
17409,127,13,771.85,2,5,3,253,Potential Loyalists
17410,1,64,1214.72,5,2,2,522,Inactive
17411,14,41,778.94,5,3,3,533,Potential Loyalists
17412,25,66,1258.06,4,2,2,422,Inactive
17414,45,6,778.0,3,5,3,353,Consistent Buyers
17415,81,14,507.84,3,4,3,343,Consistent Buyers
17416,61,269,6893.42,3,1,1,311,Inactive
17418,44,30,463.46000000000004,4,3,4,434,Potential Loyalists
17419,13,206,4226.57,5,1,1,511,Inactive
17420,52,30,598.83,3,3,3,333,Potential Loyalists
17422,5,117,1979.37,5,2,2,522,Inactive
17423,48,26,698.41,3,4,3,343,Consistent Buyers
17425,21,43,759.17,4,3,3,433,Potential Loyalists
17426,93,271,5037.26,2,1,1,211,Inactive
17427,73,2,100.8,3,5,5,355,Consistent Buyers
17428,7,328,17256.85,5,1,1,511,Inactive
17429,158,39,524.9200000000001,2,3,3,233,Potential Loyalists
17430,153,14,265.76,2,4,4,244,Potential Loyalists
17431,315,43,403.3,1,3,4,134,Inactive
17432,19,48,365.76,5,3,4,534,Potential Loyalists
17433,2,54,303.15999999999997,5,3,4,534,Potential Loyalists
17434,11,134,2373.82,5,1,1,511,Inactive
17436,121,9,216.29999999999998,2,5,5,255,Potential Loyalists
17438,255,17,388.45000000000005,1,4,4,144,Inactive
17440,187,5,186.42000000000002,2,5,5,255,Potential Loyalists
17442,64,135,2248.56,3,1,1,311,Inactive
17443,250,1,534.24,1,5,3,153,Inactive
17444,34,135,2940.04,4,1,1,411,Inactive
17446,178,9,120.9,2,5,5,255,Potential Loyalists
17447,42,36,541.53,4,3,3,433,Potential Loyalists
17449,46,276,2519.21,3,1,1,311,Inactive
17450,4,336,194390.79,5,1,1,511,Inactive
17451,17,100,1721.4,5,2,2,522,Inactive
17453,19,19,486.71999999999997,5,4,4,544,VIP
17454,194,61,517.53,1,2,3,123,Inactive
17455,205,8,131.7,1,5,5,155,Inactive
17456,455,17,249.86,1,4,4,144,Inactive
17457,206,19,1737.7,1,4,2,142,Inactive
17458,17,54,316.5,5,3,4,534,Potential Loyalists
17459,45,111,657.3,3,2,3,323,Inactive
17460,185,29,622.4300000000001,2,3,3,233,Potential Loyalists
17461,24,106,735.82,4,2,3,423,Inactive
17462,62,27,675.69,3,4,3,343,Consistent Buyers
17463,18,208,1875.86,5,1,2,512,Inactive
17464,248,9,289.96000000000004,1,5,4,154,Inactive
17466,12,41,763.28,5,3,3,533,Potential Loyalists
17468,12,5,137.0,5,5,5,555,VIP
17469,18,88,1870.97,5,2,2,522,Inactive
17470,46,78,1125.07,3,2,2,322,Inactive
17472,289,174,697.54,1,1,3,113,Inactive
17475,81,14,194.37,3,4,5,345,Consistent Buyers
17480,79,29,511.82,3,3,3,333,Potential Loyalists
17481,17,82,1255.59,5,2,2,522,Inactive
17483,95,21,414.04,2,4,4,244,Potential Loyalists
17486,263,24,396.87,1,4,4,144,Inactive
17489,1,29,376.64,5,3,4,534,Potential Loyalists
17490,75,76,2092.32,3,2,1,321,Inactive
17491,16,109,3558.87,5,2,1,521,Inactive
17492,221,12,374.57,1,5,4,154,Inactive
17495,302,27,497.56,1,4,3,143,Inactive
17496,360,10,271.05,1,5,4,154,Inactive
17498,77,17,272.22,3,4,4,344,Consistent Buyers
17499,291,40,622.88,1,3,3,133,Inactive
17500,19,5,1138.0,5,5,2,552,Potential Loyalists
17501,281,18,288.6,1,4,4,144,Inactive
17502,11,28,689.1,5,4,3,543,Consistent Buyers
17503,152,38,558.96,2,3,3,233,Potential Loyalists
17504,189,127,2997.0299999999997,2,1,1,211,Inactive
17505,207,52,1145.84,1,3,2,132,Inactive
17506,77,14,302.2,3,4,4,344,Consistent Buyers
17507,263,88,605.58,1,2,3,123,Inactive
17508,252,22,387.31,1,4,4,144,Inactive
17509,59,364,6083.64,3,1,1,311,Inactive
17510,26,20,308.48,4,4,4,444,VIP
17511,7,963,91062.38,5,1,1,511,Inactive
17512,30,105,2924.9900000000002,4,2,1,421,Inactive
17513,74,6,513.2,3,5,3,353,Consistent Buyers
17514,278,40,208.65,1,3,5,135,Inactive
17515,122,87,639.02,2,2,3,223,Inactive
17516,3,135,764.88,5,1,3,513,Inactive
17517,253,11,153.94,1,5,5,155,Inactive
17519,19,82,1844.02,5,2,2,522,Inactive
17520,55,30,546.81,3,3,3,333,Potential Loyalists
17521,61,45,723.2099999999999,3,3,3,333,Potential Loyalists
17522,96,73,1070.71,2,2,2,222,Inactive
17523,13,33,652.74,5,3,3,533,Potential Loyalists
